Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"Fed's Dudley crossing the wires - no comments on economy, monetary policy outlook. Sun 1 May 2016 23:17:15 GMT. Author: Eamonn Sheridan | Category:",46578,2016-05-02 00:17:16,ForexLive,Fed's Dudley crossing the wires - no comments on economy ...,economy,2.0,2.0,2.0,confirmation,True
"And in particular, optimism about the economy. &quot;Wait, what?&quot; you may be thinking. Isn't the election defined by the country's &quot;economic blues&quot;?",46581,2016-05-02 00:37:19,OregonLive.com,"Believe it or not, Americans feel good about the economy ...",economy,0.0,0.0,0.0,confirmation,True
"A quarter of a century of failure and economic stagnation has built a strong consensus on what ails Japan. All sources of analysis""""""domestic,",46588,2016-05-02 01:11:14,The National Interest Online,What Ails Japan's Economy?,economy,0.0,0.0,2.0,confirmation,True
"Rather than being framed as a burden, Ireland's move to a low-carbon economy can more appropriately be framed as an opportunity for Irish",46582,2016-05-02 01:11:20,Irish Times,Low-carbon economy is an opportunity,economy,2.0,2.0,2.0,confirmation,True
"Gary Dugan, Emirates NBD chief investment officer, discusses the state of Saudi Arabia's economy with Bloomberg's Manus Cranny on",46592,2016-05-02 01:40:15,Bloomberg,The Challenges Facing Saudi Arabia's Economy,economy,0.0,0.0,0.0,confirmation,True
I think about us living in what I call the scrolling economy. You are trying to optimize for someone to stop scrolling on their Facebook feed or,46589,2016-05-02 01:41:15,Adweek,9 Members of Video's Vanguard Discuss Creating Content for the ...,economy,4.0,4.0,4.0,confirmation,True
"Lagos""""""The Managing Director of Nigerian Ports Authority, NPA, Habib Abdullahi weekend, said the agency had keyed into the Federal",46594,2016-05-02 02:41:17,Vanguard,NPA keys into FG's drive to diversify economy,economy,4.0,15.0,15.0,confirmation,True
"The &quot;Vision for the Kingdom of Saudi Arabia&quot; could radically transform Saudi Aramco, the Saudi economy, and the country's social structure.",46596,2016-05-02 02:42:19,Enter Stage Right,Saudi Arabia releases ambitious plan to diversify economy,economy,0.0,0.0,0.0,confirmation,True
Richard Guebert Late last week members of Congress heard the case of the nation's struggling farm economy and what they might be able to,46608,2016-05-02 04:38:20,Hoosier Ag Today,Congress Asked for Help with Farm Economy Challenges,economy,0.0,0.0,0.0,confirmation,True
"In Japan, """"""Abenomics"""""" is running out of steam, with the economy slowing since mid-2015 and now close to recession. In the United Kingdom,",46725,2016-05-02 15:24:14,MarketWatch,Opinion: The global economy is in bad shape and getting worse,economy,,10.0,11.0,confirmation,True
Dubai's Department of Economic Development (DED) has issued a statement rejecting rumours that people would be fined for making negative,46726,2016-05-02 15:29:14,ArabianBusiness.com,"No penalties for negative comments on economy, says Dubai's DED",economy,,23.0,23.0,confirmation,True
"Financial crises are usually perceived and analyzed as purely economic phenomena. The political economy of financial booms and busts,",46740,2016-05-02 15:40:16,ValueWalk,Regulatory Cycles: Revisiting The Political Economy Of Financial ...,economy,,3.0,3.0,confirmation,True
"Speaking in Frankfurt, Mr. Draghi said that the central bank's policy is helping the eurozone economy get back on its feet. """"""Today, faced with a",46743,2016-05-02 16:00:15,Wall Street Journal,"ECB Monetary Policy Is Stimulating the Economy, Says Draghi",economy,0.0,0.0,0.0,confirmation,True
"Bad leadership, coupled with the introduction of amateurish and panic-measure financial policies, have destroyed the economy and Ghanaians",46745,2016-05-02 16:00:15,GhanaWeb,Workers suffering from mismanagement of economy  Nana,economy,0.0,0.0,0.0,confirmation,True
"India, Vietnam, Cambodia, Myanmar and Bangladesh are keeping very robust growth. So, I am very positive about Asian economic conditions,&quot;",46744,2016-05-02 16:27:15,Economic Times,Strong Indian growth to push up Asian economy to 5.7%: ADB,economy,9.0,11.0,15.0,confirmation,True
"While it continues to urge lawmakers around the world to develop more stringent fuel economy policies for the automakers, the fledgling,",46756,2016-05-02 16:40:16,Daily Caller,Tesla Motors Inc (TSLA) Tops CFA's Fuel Economy Report For Third ...,economy,0.0,0.0,0.0,confirmation,True
"NEW YORK U.S. economy is on track to grow by a 1.8 percent annualized rate in the second quarter, unchanged from its estimate on Friday,",46755,2016-05-02 16:57:15,Reuters,US economy seen growing at 1.8 percent in second quarter: Atlanta ...,economy,7.0,7.0,7.0,confirmation,True
"As the wind industry continues to harness Iowa's immense wind resources """""" which met an unprecedented 31 percent of the state's total",46762,2016-05-02 17:00:18,The Gazette: Eastern Iowa Breaking News and Headlines,Clean energy sector is growing Iowa's economy,economy,0.0,0.0,0.0,confirmation,True
"When participating in the circular economy, businesses use leftover materials and byproducts from their own manufacturing """""" or from other",46763,2016-05-02 17:11:20,Justmeans,Big Companies Turn Trash to Treasure in the Circular Economy,economy,0.0,0.0,0.0,confirmation,True
"&quot;The growth model for the advanced world is getting exhausted and for emerging markets it's getting contaminated,&quot; said Mohamed El-Erian, chief economic",46770,2016-05-02 17:20:19,Business Insider,Mohammed El-Erian just made a room of investors laugh really ...,economy,6.0,7.0,7.0,confirmation,True
"The Swiss economy weakened last year, but still managed 0.9% growth despite the damaging effects of the franc's rise in exports. Nevertheless",46759,2016-05-02 17:31:15,Wall Street Journal,"Swiss Economy Gained From Negative Rates, Intervention, Says ...",economy,0.0,0.0,0.0,confirmation,True
"For all of the complaints about it, the U.S. economy isn't suffering from a shortage of money. There's plenty of cash in the system. It just isn't",46778,2016-05-02 17:40:17,New York Daily News,"Cash is still king in US economy, but spending's a drag",economy,2.0,2.0,2.0,confirmation,True
FRANKFURT Bank of Japan Governor Haruhiko Kuroda said on Monday gains by the yen may have adverse effects on the country's economy,46760,2016-05-02 17:43:16,Reuters,BOJ's Kuroda: Strengthening yen may hurt Japan's economy,economy,0.0,0.0,0.0,confirmation,True
"The Swiss economy weakened last year, but still managed 0.9% growth despite the damaging effects of the franc's rise in exports. Nevertheless",46775,2016-05-02 17:44:15,Nasdaq,"Swiss Economy Gained From Negative Rates, Intervention, Says ...",economy,1.0,1.0,1.0,confirmation,True
"The index by Cal State San Bernardino that reflects Inland economic trends shows a fourth straight month in positive territory, but purchasing",46761,2016-05-02 17:46:16,Press-Enterprise,INLAND ECONOMY: Growth noted; purchasing managers skeptical,economy,0.0,0.0,0.0,confirmation,True
"FRANKFURT Bank of Japan Governor Haruhiko Kuroda said on Monday the yen's recent gains may hurt the country's economy, stressing his",46767,2016-05-02 17:47:16,Reuters UK,BOJ's Kuroda - Strengthening yen may hurt Japan's economy,economy,0.0,0.0,0.0,confirmation,True
"FRANKFURT (Reuters) """""" Bank of Japan Governor Haruhiko Kuroda said on Monday the yen's recent gains may hurt the country's economy, stressing his",46776,2016-05-02 18:04:15,euronews,BOJ's Kuroda - Strengthening yen may hurt Japan's economy,economy,0.0,0.0,0.0,confirmation,True
If recreational fishers were in need of an excuse to get out on the water they can now rest assured their hobby is adding millions to the economy,46781,2016-05-02 18:26:18,Newshub,Weekend fishers adding millions to economy - study,economy,1.0,1.0,1.0,confirmation,True
"NEW YORK The U.S. economy is on track to grow at a 1.8 percent annualized rate in the second quarter, the Atlanta Federal Reserve said on",46777,2016-05-02 18:37:16,Reuters UK,US economy still seen growing 1.8 percent in second quarter ...,economy,0.0,0.0,0.0,confirmation,True
"Amid stagnant economic growth around the global, investors may need to buy companies that are doing the growing for themselves.",46788,2016-05-02 18:40:14,CNBC,Here are the stocks that could surge even in a weak economy,economy,10.0,10.0,11.0,confirmation,True
" markets for hacked personal data """""" anonymous internet marketplaces that sit inside the &quot;dark net&quot; """""" are working like any economy should,",46789,2016-05-02 18:40:15,CNBC,Someone you don't know may be streaming your Netflix right now,economy,8.0,10.0,10.0,confirmation,True
"TPP, TTIP: Eliminating Nations, Turning over the World Economy To Mega-corporations. Obama's Secret Trade Deals vs. Trump and Bernie.",46787,2016-05-02 19:02:17,Center for Research on Globalization,"TPP, TTIP: Eliminating Nations, Turning over the World Economy To ...",economy,2.0,6.0,9.0,confirmation,True
"The roughly 45.6 million tourists who visited Los Angeles County in 2015 injected more than $20.6 billion into the local economy, according to",46790,2016-05-02 19:07:15,MyNewsLA.com,More than 45M visit LA County; $20B injected into local economy,economy,2.0,2.0,2.0,confirmation,True
"The panel featured some of the biggest names in banking and finance tackling the state of the global economy and the pressure points, from",46792,2016-05-02 19:51:14,Fortune,Even the Best Minds in Finance Have No Clue Where the Global ...,economy,1.0,2.0,3.0,confirmation,True
"As freelancing and the so called 'gig economy' grows, some young companies are actually making it more lucrative for employees to prove",46805,2016-05-02 20:00:24,CNBC,Could this slowdown the 'gig economy'?,economy,0.0,0.0,0.0,confirmation,True
USA TODAY and Wells Fargo teamed up to develop research and data on local and national economic conditions and Americans' experiences,46798,2016-05-02 20:02:15,USA TODAY,Live event: South Dakota leaders on the local economy,economy,1.0,1.0,1.0,confirmation,True
The Real Private Economy is the Real GDP minus Government Expenditure &amp; Investment. When viewed long term with either a mathematical,46797,2016-05-02 20:03:15,ValueWalk,The Real Private Economy Growing ~3%,economy,1.0,1.0,1.0,confirmation,True
USA TODAY and Wells Fargo teamed up to develop research and data on local and national economic conditions and Americans' experiences,46793,2016-05-02 20:11:19,kgw.com,Live event: South Dakota leaders on the local economy,economy,1.0,1.0,1.0,confirmation,True
"In her flagship economic policy address, Hillary Clinton threatened to """"""crack down"""""" on independent contractors, the backbone of the gig",46799,2016-05-02 20:13:17,Daily Caller,Hillary Clinton Poses A Threat To The Gig Economy,economy,1.0,1.0,1.0,confirmation,True
"One cannot begin to discuss """"""Obama's economy"""""" without addressing the economic crisis that he inherited from his predecessor, and the",46808,2016-05-02 20:20:31,Salon,It's time to get real about the Obama legacy: Why his economic ...,economy,3.0,4.0,5.0,confirmation,True
"The odds increase when economy passengers have to pass through first class to get to their seats, reinforcing the inequality. Simply having a",46806,2016-05-02 20:29:27,EurekAlert (press release),Economy flyers unite! Research shows air rage a product of class ...,economy,0.0,0.0,0.0,confirmation,True
The United States is the world's largest economy and its trade partners are concerned by an anti-trade rhetoric that is &quot;more intense&quot; than,46818,2016-05-02 20:56:21,Yahoo7 News,A US anti-trade shift would hit global economy hard - Mexico's ...,economy,0.0,0.0,0.0,confirmation,True
